NÚMERO DO PROTOCOLO,FINALIZAÇÃO,TMO ORIGINAL,TMO AJUSTADO
20250509-009-3281217,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250606-009-3577606,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250617-009-3686120,ATUALIZADO,0 days 00:01:48,0 days 00:03:00
20250401-009-2924383,CADASTRADO,0 days 00:18:22,0 days 00:20:00
20250410-009-3018340,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250210-009-2507247,CADASTRADO,0 days 00:13:11,0 days 00:20:00
20250519-009-3372126,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250423-009-3120978,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250331-009-2904927,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250612-009-3639892,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250616-009-3673635,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250311-009-2748872,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250602-009-3525638,CADASTRADO,0 days 00:17:25,0 days 00:20:00
20250526-009-3451971,CADASTRADO,0 days 00:15:15,0 days 00:20:00
20250428-009-3166752,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250321-009-2839834,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250417-009-3093309,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250611-009-3632652,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250409-009-3004715,ATUALIZADO,0 days 00:20:41,0 days 00:15:00
20250526-009-3448175,ATUALIZADO,0 days 00:15:53,0 days 00:15:00
20250627-009-3791961,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250429-009-3175154,ATUALIZADO,0 days 00:02:08,0 days 00:03:00
20250618-009-3708788,CADASTRADO,0 days 00:14:33,0 days 00:20:00
20250411-009-3030883,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250429-009-3174298,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250227-009-2674970,CADASTRADO,0 days 00:18:28,0 days 00:20:00
20250325-009-2861945,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250528-009-3468749,CADASTRADO,0 days 00:13:06,0 days 00:20:00
20250318-009-2806324,ATUALIZADO,0 days 00:29:15,0 days 00:15:00
20250515-009-3336580,CADASTRADO,0 days 00:15:00,0 days 00:20:00
20250529-009-3488090,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250320-009-2832140,CADASTRADO,0 days 00:18:55,0 days 00:20:00
20250224-009-2640615,CADASTRADO,0 days 02:57:32,0 days 02:00:00
20250411-009-3030909,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250626-009-3780507,ATUALIZADO,0 days 00:01:51,0 days 00:03:00
20250519-009-3361113,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250402-009-2941454,ATUALIZADO,0 days 00:23:47,0 days 00:15:00
20250327-009-2891187,CADASTRADO,0 days 00:12:25,0 days 00:20:00
20250614-009-3663486,CADASTRADO,0 days 00:02:37,0 days 00:20:00
20250227-009-2670401,ATUALIZADO,0 days 00:25:22,0 days 00:15:00
20250531-009-3508119,ATUALIZADO,0 days 00:00:13,0 days 00:03:00
20250602-009-3516206,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250510-009-3282567,CADASTRADO,0 days 00:09:12,0 days 00:20:00
20250522-009-3408146,ATUALIZADO,0 days 00:01:53,0 days 00:03:00
20250217-009-2575964,ATUALIZADO,0 days 00:01:35,0 days 00:03:00
20250613-009-3657788,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250528-009-3471741,CADASTRADO,0 days 00:11:27,0 days 00:20:00
20250519-009-3363290,ATUALIZADO,0 days 00:02:01,0 days 00:03:00
20250330-009-2902610,CADASTRADO,0 days 00:18:02,0 days 00:20:00
20250228-009-2688327,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250612-009-3639945,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250611-009-3624324,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250623-009-3742012,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250624-009-3750745,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250321-009-2840790,ATUALIZADO,0 days 00:01:35,0 days 00:03:00
20250325-009-2863724,ATUALIZADO,0 days 00:01:46,0 days 00:03:00
20250530-009-3497070,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250416-009-3078327,ATUALIZADO,0 days 00:01:59,0 days 00:03:00
20250516-009-3344828,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250328-009-2900528,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250402-009-2932961,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250320-009-2828246,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250415-009-3061638,CADASTRADO,0 days 00:12:22,0 days 00:20:00
20250217-009-2575940,ATUALIZADO,0 days 00:01:37,0 days 00:03:00
20250211-009-2518684,CADASTRADO,0 days 00:10:24,0 days 00:20:00
20250314-009-2781588,CADASTRADO,0 days 00:17:36,0 days 00:20:00
20250305-009-2697669,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250516-009-3354726,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250416-009-3075159,CADASTRADO,0 days 00:14:14,0 days 00:20:00
20250508-009-3259892,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250307-009-2718013,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250322-009-2846322,CADASTRADO,0 days 00:12:18,0 days 00:20:00
20250306-009-2712305,CADASTRADO,0 days 00:00:01,0 days 00:20:00
20250529-009-3484257,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250206-009-2485769,CADASTRADO,0 days 00:11:21,0 days 00:20:00
20250314-009-2781636,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250527-009-3457309,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250505-009-3220875,CADASTRADO,0 days 00:10:09,0 days 00:20:00
20250328-009-2894069,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250620-009-3721467,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250320-009-2831047,CADASTRADO,0 days 00:10:56,0 days 00:20:00
20250319-009-2823789,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250210-009-2505927,ATUALIZADO,0 days 00:22:56,0 days 00:15:00
20250402-009-2944028,CADASTRADO,0 days 00:00:00,0 days 00:20:00
20250609-009-3598887,CADASTRADO,0 days 02:43:17,0 days 02:00:00
20250313-009-2769104,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250407-009-2986168,ATUALIZADO,0 days 00:01:33,0 days 00:03:00
20250416-009-3078354,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250412-009-3042950,CADASTRADO,0 days 00:14:40,0 days 00:20:00
20250317-009-2794932,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250217-009-2575928,ATUALIZADO,0 days 00:01:52,0 days 00:03:00
20250507-009-3252014,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250620-009-3721462,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250521-009-3393998,ATUALIZADO,0 days 00:01:34,0 days 00:03:00
20250227-009-2677844,CADASTRADO,0 days 00:17:14,0 days 00:20:00
20250623-009-3741914,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250515-009-3334601,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250402-009-2934549,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250610-009-3611019,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250602-009-3525641,CADASTRADO,0 days 00:17:22,0 days 00:20:00
20250311-009-2742475,CADASTRADO,0 days 00:10:32,0 days 00:20:00
20250627-009-3792958,ATUALIZADO,0 days 00:01:37,0 days 00:03:00
20250609-009-3592723,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250219-009-2600005,CADASTRADO,0 days 00:09:43,0 days 00:20:00
20250519-009-3363317,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250520-009-3373244,CADASTRADO,0 days 00:17:40,0 days 00:20:00
20250409-009-3002608,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250606-009-3581103,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250529-009-3484234,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250521-009-3393956,ATUALIZADO,0 days 00:25:37,0 days 00:15:00
20250218-009-2586417,CADASTRADO,0 days 00:10:51,0 days 00:20:00
20250508-009-3259875,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250616-009-3671089,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250609-009-3601599,CADASTRADO,0 days 00:14:42,0 days 00:20:00
20250627-009-3802794,CADASTRADO,0 days 00:17:47,0 days 00:20:00
20250509-009-3273919,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250522-009-3406745,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250627-009-3802743,ATUALIZADO,0 days 00:01:52,0 days 00:03:00
20250321-009-2841196,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250310-009-2740542,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250320-009-2830525,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250205-009-2462005,CADASTRADO,0 days 00:18:06,0 days 00:20:00
20250627-009-3791777,CADASTRADO,0 days 00:09:16,0 days 00:20:00
20250502-009-3208186,CADASTRADO,0 days 00:11:07,0 days 00:20:00
20250624-009-3750757,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250327-009-2891859,CADASTRADO,0 days 00:03:51,0 days 00:20:00
20250506-009-3240039,ATUALIZADO,0 days 00:01:48,0 days 00:03:00
20250321-009-2839795,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250529-009-3482837,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250527-009-3456236,CADASTRADO,0 days 00:13:35,0 days 00:20:00
20250404-009-2964123,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250310-009-2734519,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250508-009-3256374,CADASTRADO,0 days 00:10:58,0 days 00:20:00
20250128-009-2390594,ATUALIZADO,0 days 00:35:20,0 days 00:15:00
20250210-009-2510327,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250429-009-3179492,CADASTRADO,0 days 00:11:11,0 days 00:20:00
20250328-009-2900638,ATUALIZADO,0 days 00:02:06,0 days 00:03:00
20250424-009-3137206,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250322-009-2846367,CADASTRADO,0 days 00:12:37,0 days 00:20:00
20250429-009-3174286,ATUALIZADO,0 days 00:34:19,0 days 00:15:00
20250121-009-2335919,CADASTRADO,0 days 00:17:09,0 days 00:20:00
20250508-009-3265602,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250210-009-2510324,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250625-009-3765330,CADASTRADO,0 days 00:10:59,0 days 00:20:00
20250616-009-3671082,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250602-009-3513621,ATUALIZADO,0 days 00:15:35,0 days 00:15:00
20250610-009-3607313,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250602-009-3513035,CADASTRADO,0 days 00:18:00,0 days 00:20:00
20250625-009-3768206,ATUALIZADO,0 days 00:01:50,0 days 00:03:00
20250401-009-2924402,CADASTRADO,0 days 00:02:59,0 days 00:20:00
20250625-009-3765371,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250422-009-3115483,CADASTRADO,0 days 00:07:27,0 days 00:20:00
20250326-009-2882140,ATUALIZADO,0 days 00:38:57,0 days 00:15:00
20250225-009-2644349,ATUALIZADO,0 days 00:01:42,0 days 00:03:00
20250410-009-3017370,CADASTRADO,0 days 00:06:43,0 days 00:20:00
20250423-009-3120939,ATUALIZADO,0 days 00:25:10,0 days 00:15:00
20250331-009-2906920,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250602-009-3521223,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250224-009-2635036,ATUALIZADO,0 days 00:21:31,0 days 00:15:00
20250528-009-3475736,CADASTRADO,0 days 00:17:21,0 days 00:20:00
20250529-009-3482857,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250411-009-3030893,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250606-009-3579053,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250321-009-2838562,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250617-009-3684494,ATUALIZADO,0 days 00:02:02,0 days 00:03:00
20250616-009-3673089,ATUALIZADO,0 days 00:01:41,0 days 00:03:00
20250516-009-3346382,CADASTRADO,0 days 00:10:24,0 days 00:20:00
20250501-009-3198500,CADASTRADO,0 days 00:12:33,0 days 00:20:00
20250423-009-3122448,CADASTRADO,0 days 00:05:56,0 days 00:20:00
20250527-009-3457272,ATUALIZADO,0 days 00:02:58,0 days 00:03:00
20250307-009-2724917,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250217-009-2575761,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250624-009-3750763,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250402-009-2943145,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250617-009-3684975,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250117-009-2314191,ATUALIZADO,0 days 00:57:34,0 days 00:15:00
20250515-009-3342567,ATUALIZADO,0 days 00:02:59,0 days 00:03:00
20250217-009-2575760,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250319-009-2820231,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250429-009-3172350,ATUALIZADO,0 days 00:02:32,0 days 00:03:00
20250528-009-3471550,ATUALIZADO,0 days 00:01:57,0 days 00:03:00
20250415-009-3062398,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250611-009-3625051,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250606-009-3579069,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250224-009-2634183,CADASTRADO,0 days 00:11:54,0 days 00:20:00
20250618-009-3698323,ATUALIZADO,0 days 00:02:47,0 days 00:03:00
20250610-009-3608396,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250507-009-3247513,ATUALIZADO,0 days 00:01:49,0 days 00:03:00
20250616-009-3674665,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250324-009-2853597,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250327-009-2883290,CADASTRADO,0 days 00:14:36,0 days 00:20:00
20250617-009-3686151,ATUALIZADO,0 days 00:02:55,0 days 00:03:00
20250530-009-3498370,ATUALIZADO,0 days 00:02:49,0 days 00:03:00
20250507-009-3252021,ATUALIZADO,0 days 00:01:38,0 days 00:03:00
20250224-009-2634817,ATUALIZADO,0 days 00:18:23,0 days 00:15:00
20250527-009-3463988,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250217-009-2575967,ATUALIZADO,0 days 00:02:05,0 days 00:03:00
20250417-009-3087072,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250404-009-2970935,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250206-009-2485686,ATUALIZADO,0 days 00:02:48,0 days 00:03:00
20250521-009-3400545,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250610-009-3604355,CADASTRADO,0 days 00:10:33,0 days 00:20:00
20250217-009-2575421,ATUALIZADO,0 days 00:18:39,0 days 00:15:00
20250322-009-2846280,CADASTRADO,0 days 00:15:02,0 days 00:20:00
20250401-009-2923851,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250611-009-3633072,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250516-009-3354407,ATUALIZADO,0 days 00:21:06,0 days 00:15:00
20250507-009-3247441,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250314-009-2780374,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250311-009-2750641,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250605-009-3570711,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250506-009-3231649,CADASTRADO,0 days 00:12:15,0 days 00:20:00
20250618-009-3698328,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250612-009-3639865,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250321-009-2839845,ATUALIZADO,0 days 00:02:43,0 days 00:03:00
20250409-009-3000605,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250410-009-3020980,CADASTRADO,0 days 00:11:37,0 days 00:20:00
20250425-009-3150895,ATUALIZADO,0 days 00:01:40,0 days 00:03:00
20250610-009-3619804,ATUALIZADO,0 days 00:02:53,0 days 00:03:00
20250422-009-3115759,ATUALIZADO,0 days 00:02:11,0 days 00:03:00
20250218-009-2586364,CADASTRADO,0 days 00:16:09,0 days 00:20:00
20250618-009-3698403,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250618-009-3705391,CADASTRADO,0 days 00:11:12,0 days 00:20:00
20250430-009-3189268,ATUALIZADO,0 days 00:02:44,0 days 00:03:00
20250626-009-3776004,CADASTRADO,0 days 00:08:10,0 days 00:20:00
20250330-009-2902607,CADASTRADO,0 days 00:08:38,0 days 00:20:00
20250321-009-2838554,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250407-009-2987372,CADASTRADO,0 days 00:12:55,0 days 00:20:00
20250218-009-2586383,CADASTRADO,0 days 00:17:53,0 days 00:20:00
20250528-009-3468735,CADASTRADO,0 days 00:15:29,0 days 00:20:00
20250428-009-3168229,CADASTRADO,0 days 00:18:26,0 days 00:20:00
20250311-009-2751462,CADASTRADO,0 days 00:15:05,0 days 00:20:00
20250319-009-2823034,ATUALIZADO,0 days 00:19:47,0 days 00:15:00
20250617-009-3684978,ATUALIZADO,0 days 00:02:41,0 days 00:03:00
20250603-009-3532383,CADASTRADO,0 days 00:10:09,0 days 00:20:00
20250611-009-3624321,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
20250506-009-3233367,ATUALIZADO,0 days 00:02:15,0 days 00:03:00
20250401-009-2923823,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250321-009-2839798,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250616-009-3671095,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250522-009-3405566,CADASTRADO,0 days 00:13:33,0 days 00:20:00
20250616-009-3671021,ATUALIZADO,0 days 00:02:17,0 days 00:03:00
20250428-009-3161997,ATUALIZADO,0 days 00:02:30,0 days 00:03:00
20250530-009-3500499,CADASTRADO,0 days 00:16:48,0 days 00:20:00
20250509-009-3279843,ATUALIZADO,0 days 00:02:39,0 days 00:03:00
20250213-009-2545590,ATUALIZADO,0 days 00:33:26,0 days 00:15:00
20250617-009-3684457,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250611-009-3624355,ATUALIZADO,0 days 00:02:26,0 days 00:03:00
20250617-009-3684490,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250324-009-2852718,ATUALIZADO,0 days 00:02:13,0 days 00:03:00
20250211-009-2527743,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250519-009-3363320,ATUALIZADO,0 days 00:01:45,0 days 00:03:00
20250428-009-3161974,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250311-009-2742473,CADASTRADO,0 days 00:13:59,0 days 00:20:00
20250314-009-2784756,ATUALIZADO,0 days 00:02:57,0 days 00:03:00
20250416-009-3085686,CADASTRADO,0 days 00:15:30,0 days 00:20:00
20250604-009-3549575,ATUALIZADO,0 days 00:02:37,0 days 00:03:00
20250312-009-2763953,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250214-009-2562148,CADASTRADO,0 days 00:15:51,0 days 00:20:00
20250609-009-3592832,ATUALIZADO,0 days 00:01:27,0 days 00:03:00
20250625-009-3765338,CADASTRADO,0 days 00:07:59,0 days 00:20:00
20250425-009-3149999,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250529-009-3484050,ATUALIZADO,0 days 00:22:00,0 days 00:15:00
20250609-009-3593190,ATUALIZADO,0 days 00:02:10,0 days 00:03:00
20250402-009-2934577,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250604-009-3549532,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250610-009-3606755,ATUALIZADO,0 days 00:22:34,0 days 00:15:00
20250513-009-3309069,CADASTRADO,0 days 00:14:03,0 days 00:20:00
20250519-009-3369838,ATUALIZADO,0 days 00:21:34,0 days 00:15:00
20250626-009-3777488,CADASTRADO,0 days 00:16:16,0 days 00:20:00
20250425-009-3155401,CADASTRADO,0 days 00:18:45,0 days 00:20:00
20250603-009-3531813,ATUALIZADO,0 days 00:02:25,0 days 00:03:00
20250212-009-2528052,ATUALIZADO,0 days 00:50:51,0 days 00:15:00
20250602-009-3516198,ATUALIZADO,0 days 00:02:12,0 days 00:03:00
20250314-009-2781573,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250505-009-3224298,CADASTRADO,0 days 00:16:25,0 days 00:20:00
20250328-009-2897882,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250605-009-3565285,ATUALIZADO,0 days 00:02:07,0 days 00:03:00
20250521-009-3392058,ATUALIZADO,0 days 00:02:36,0 days 00:03:00
20250317-009-2794289,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250515-009-3337208,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250612-009-3639920,ATUALIZADO,0 days 00:02:15,0 days 00:03:00
20250408-009-2992445,CADASTRADO,0 days 00:13:27,0 days 00:20:00
20250218-009-2586365,CADASTRADO,0 days 00:09:52,0 days 00:20:00
20250623-009-3741985,ATUALIZADO,0 days 00:01:51,0 days 00:03:00
20250425-009-3148997,CADASTRADO,0 days 00:13:07,0 days 00:20:00
20250428-009-3166746,ATUALIZADO,0 days 00:02:09,0 days 00:03:00
20250322-009-2846377,CADASTRADO,1 days 17:46:23,0 days 02:00:00
20250328-009-2900524,ATUALIZADO,0 days 00:02:38,0 days 00:03:00
20250404-009-2970484,ATUALIZADO,0 days 00:02:34,0 days 00:03:00
20250515-009-3337186,ATUALIZADO,0 days 00:02:31,0 days 00:03:00
20250602-009-3516197,ATUALIZADO,0 days 00:02:23,0 days 00:03:00
20250310-009-2734272,ATUALIZADO,0 days 00:02:11,0 days 00:03:00
20250627-009-3792953,ATUALIZADO,0 days 00:01:33,0 days 00:03:00
20250611-009-3624342,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250520-009-3378795,ATUALIZADO,0 days 00:02:33,0 days 00:03:00
20250609-009-3599406,ATUALIZADO,0 days 00:01:58,0 days 00:03:00
20250613-009-3661397,ATUALIZADO,0 days 00:02:20,0 days 00:03:00
20250217-009-2575423,ATUALIZADO,0 days 00:18:55,0 days 00:15:00
20250627-009-3791964,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250521-009-3396406,CADASTRADO,0 days 00:16:01,0 days 00:20:00
20250224-009-2641032,ATUALIZADO,0 days 00:02:21,0 days 00:03:00
20250425-009-3148168,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250609-009-3592722,ATUALIZADO,0 days 00:02:42,0 days 00:03:00
20250321-009-2840804,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250515-009-3334181,CADASTRADO,0 days 00:08:03,0 days 00:20:00
20250327-009-2891853,CADASTRADO,0 days 00:11:24,0 days 00:20:00
20250522-009-3405558,CADASTRADO,0 days 00:15:57,0 days 00:20:00
20250415-009-3062010,ATUALIZADO,0 days 00:02:27,0 days 00:03:00
20250603-009-3536259,CADASTRADO,0 days 00:17:59,0 days 00:20:00
20250606-009-3583488,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250331-009-2904912,ATUALIZADO,0 days 00:02:40,0 days 00:03:00
20250514-009-3326178,ATUALIZADO,0 days 00:19:00,0 days 00:15:00
20250409-009-3008516,ATUALIZADO,0 days 00:02:18,0 days 00:03:00
20250314-009-2780375,ATUALIZADO,0 days 00:02:22,0 days 00:03:00
20250212-009-2538890,ATUALIZADO,0 days 00:02:35,0 days 00:03:00
20250319-009-2818100,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250226-009-2667331,CADASTRADO,0 days 00:15:56,0 days 00:20:00
20250509-009-3280271,ATUALIZADO,0 days 00:17:57,0 days 00:15:00
20250427-009-3156931,CADASTRADO,0 days 00:12:11,0 days 00:20:00
20250528-009-3479911,CADASTRADO,0 days 00:18:34,0 days 00:20:00
20250424-009-3138055,ATUALIZADO,0 days 00:01:51,0 days 00:03:00
20250529-009-3488072,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250225-009-2644347,ATUALIZADO,0 days 00:43:52,0 days 00:15:00
20250415-009-3062712,ATUALIZADO,0 days 00:02:14,0 days 00:03:00
20250424-009-3137790,ATUALIZADO,0 days 00:02:45,0 days 00:03:00
20250422-009-3116742,CADASTRADO,0 days 00:08:32,0 days 00:20:00
20250424-009-3138053,ATUALIZADO,0 days 00:01:48,0 days 00:03:00
20250626-009-3776329,ATUALIZADO,0 days 00:02:52,0 days 00:03:00
20250331-009-2904684,CADASTRADO,0 days 00:14:36,0 days 00:20:00
20250623-009-3741910,ATUALIZADO,0 days 00:02:29,0 days 00:03:00
20250609-009-3589820,CADASTRADO,0 days 00:10:55,0 days 00:20:00
20250620-009-3721875,ATUALIZADO,0 days 00:01:38,0 days 00:03:00
20250425-009-3149981,ATUALIZADO,0 days 00:02:19,0 days 00:03:00
20250610-009-3619813,ATUALIZADO,0 days 00:02:51,0 days 00:03:00
20250310-009-2733048,ATUALIZADO,0 days 00:01:52,0 days 00:03:00
20250214-009-2561870,ATUALIZADO,0 days 00:02:24,0 days 00:03:00
20250617-009-3686130,ATUALIZADO,0 days 00:01:54,0 days 00:03:00
20250313-009-2769131,ATUALIZADO,0 days 00:02:00,0 days 00:03:00
20250408-009-2989573,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250313-009-2769270,ATUALIZADO,0 days 00:02:50,0 days 00:03:00
20250325-009-2861956,ATUALIZADO,0 days 00:02:28,0 days 00:03:00
20250221-009-2622366,ATUALIZADO,0 days 00:19:30,0 days 00:15:00
20250228-009-2688331,ATUALIZADO,0 days 00:02:46,0 days 00:03:00
